newyork	2015-10-14	562
newyork	2015-10-20	111
newyork	2015-10-27	108
newyork	2015-11-02	116
newyork	2015-11-08	65
newyork	2015-11-10	25
newyork	2015-11-17	120
newyork	2015-11-24	89
newyork	2015-11-25	13
newyork	2015-11-28	14
newyork	2015-12-05	123
newyork	2015-12-06	2
newyork	2015-12-15	120
newyork	2015-12-28	99
newyork	2016-01-05	81
newyork	2016-01-13	137
newyork	2016-01-18	65
newyork	2016-01-28	161
newyork	2016-02-10	208
newyork	2016-02-16	65
newyork	2016-02-23	93
newyork	2016-03-03	150
newyork	2016-03-12	122
newyork	2016-03-20	89
newyork	2016-03-23	40
newyork	2016-03-25	39
newyork	2016-03-29	44
newyork	2016-04-11	154
newyork	2016-04-19	87
newyork	2016-04-26	70
newyork	2016-05-03	87
newyork	2016-05-10	92
newyork	2016-05-24	181
newyork	2016-06-01	62
portland	2015-09-19	26
portland	2015-09-22	258
portland	2015-09-23	10
portland	2015-09-25	31
portland	2015-09-29	30
portland	2015-09-30	13
portland	2015-10-01	4
portland	2015-10-02	27
portland	2015-10-14	92
portland	2015-10-20	61
portland	2015-10-27	62
portland	2015-11-02	43
portland	2015-11-05	35
portland	2015-11-08	35
portland	2015-11-10	16
portland	2015-11-17	72
portland	2015-11-24	55
portland	2015-11-25	15
portland	2015-11-28	13
portland	2015-12-05	72
portland	2015-12-06	2
portland	2015-12-15	61
portland	2015-12-28	82
portland	2016-01-05	49
portland	2016-01-13	88
portland	2016-01-18	37
portland	2016-01-28	126
portland	2016-02-10	140
portland	2016-02-16	56
portland	2016-02-23	80
portland	2016-03-03	71
portland	2016-03-11	18
portland	2016-03-12	70
portland	2016-03-20	69
portland	2016-03-23	15
portland	2016-03-25	19
portland	2016-03-29	20
portland	2016-04-11	79
portland	2016-04-19	68
portland	2016-04-26	53
portland	2016-05-03	50
portland	2016-05-10	59
portland	2016-05-24	123
portland	2016-06-01	52
raleigh	2015-09-19	18
raleigh	2015-09-23	35
raleigh	2015-09-25	83
raleigh	2015-09-29	22
raleigh	2015-09-30	6
raleigh	2015-10-01	6
raleigh	2015-10-02	12
raleigh	2015-10-14	19
raleigh	2015-10-20	33
raleigh	2015-10-27	21
raleigh	2015-11-02	40
raleigh	2015-11-08	13
raleigh	2015-11-10	9
raleigh	2015-11-17	19
raleigh	2015-11-24	17
raleigh	2015-11-25	6
raleigh	2015-11-28	1
raleigh	2015-12-05	25
raleigh	2015-12-15	40
raleigh	2015-12-28	19
raleigh	2016-01-05	29
raleigh	2016-01-08	15
raleigh	2016-01-13	42
raleigh	2016-01-18	10
raleigh	2016-01-28	25
raleigh	2016-02-10	51
raleigh	2016-02-16	21
raleigh	2016-02-23	19
raleigh	2016-03-03	40
raleigh	2016-03-12	47
raleigh	2016-03-20	16
raleigh	2016-03-23	10
raleigh	2016-03-25	4
raleigh	2016-03-29	17
raleigh	2016-04-11	44
raleigh	2016-04-19	44
raleigh	2016-04-26	25
raleigh	2016-05-03	33
raleigh	2016-05-10	11
raleigh	2016-05-24	40
raleigh	2016-06-01	23
seattle	2015-09-19	36
seattle	2015-09-22	352
seattle	2015-09-23	43
seattle	2015-09-25	625
seattle	2015-09-30	134
seattle	2015-10-01	71
seattle	2015-10-02	58
seattle	2015-10-14	292
seattle	2015-10-20	200
seattle	2015-10-27	179
seattle	2015-11-02	159
seattle	2015-11-08	152
seattle	2015-11-10	31
seattle	2015-11-17	210
seattle	2015-11-24	127
seattle	2015-11-25	36
seattle	2015-11-28	64
seattle	2015-12-05	162
seattle	2015-12-06	2
seattle	2015-12-15	178
seattle	2015-12-28	191
seattle	2016-01-05	112
seattle	2016-01-08	90
seattle	2016-01-13	132
seattle	2016-01-18	85
seattle	2016-01-28	234
seattle	2016-02-10	255
seattle	2016-02-16	81
seattle	2016-02-23	146
seattle	2016-03-03	199
seattle	2016-03-12	200
seattle	2016-03-20	132
seattle	2016-03-23	50
seattle	2016-03-25	57
seattle	2016-03-29	58
seattle	2016-04-11	219
seattle	2016-04-19	139
seattle	2016-04-26	92
seattle	2016-05-03	111
seattle	2016-05-10	118
seattle	2016-05-24	232
seattle	2016-06-01	112
sfbay	2015-09-19	378
sfbay	2015-09-22	650
sfbay	2015-09-23	39
sfbay	2015-09-25	92
sfbay	2015-09-29	114
sfbay	2015-09-30	26
sfbay	2015-10-01	39
sfbay	2015-10-02	62
sfbay	2015-10-14	339
sfbay	2015-10-20	257
sfbay	2015-10-27	103
sfbay	2015-11-02	327
sfbay	2015-11-05	155
sfbay	2015-11-08	41
sfbay	2015-11-10	45
sfbay	2015-11-17	278
sfbay	2015-11-24	161
sfbay	2015-11-25	34
sfbay	2015-11-28	29
sfbay	2015-12-05	248
sfbay	2015-12-06	4
sfbay	2015-12-15	198
sfbay	2015-12-28	243
sfbay	2016-01-05	168
sfbay	2016-01-13	305
sfbay	2016-01-18	108
sfbay	2016-01-28	375
sfbay	2016-02-10	383
sfbay	2016-02-16	95
sfbay	2016-02-23	218
sfbay	2016-03-03	236
sfbay	2016-03-12	252
sfbay	2016-03-20	147
sfbay	2016-03-23	81
sfbay	2016-03-25	53
sfbay	2016-03-29	79
sfbay	2016-04-11	249
sfbay	2016-04-19	181
sfbay	2016-04-26	166
sfbay	2016-05-03	172
sfbay	2016-05-10	178
sfbay	2016-05-24	328
sfbay	2016-06-01	144
washingtondc	2015-09-19	202
washingtondc	2015-09-22	223
washingtondc	2015-09-23	15
washingtondc	2015-09-25	36
washingtondc	2015-09-29	32
washingtondc	2015-09-30	16
washingtondc	2015-10-01	30
washingtondc	2015-10-02	27
washingtondc	2015-10-14	126
washingtondc	2015-10-20	84
washingtondc	2015-10-27	79
washingtondc	2015-11-02	70
washingtondc	2015-11-05	53
washingtondc	2015-11-08	21
washingtondc	2015-11-10	17
washingtondc	2015-11-17	110
washingtondc	2015-11-24	48
washingtondc	2015-11-25	14
washingtondc	2015-11-28	15
washingtondc	2015-12-05	72
washingtondc	2015-12-15	84
washingtondc	2015-12-28	76
washingtondc	2016-01-05	66
washingtondc	2016-01-13	103
washingtondc	2016-01-18	31
washingtondc	2016-01-28	107
washingtondc	2016-02-10	176
washingtondc	2016-02-16	48
washingtondc	2016-02-23	76
washingtondc	2016-03-03	124
washingtondc	2016-03-12	111
washingtondc	2016-03-20	71
washingtondc	2016-03-23	25
washingtondc	2016-03-25	23
washingtondc	2016-03-29	25
washingtondc	2016-04-11	133
washingtondc	2016-04-19	76
washingtondc	2016-04-26	67
washingtondc	2016-05-03	83
washingtondc	2016-05-10	68
washingtondc	2016-05-24	157
washingtondc	2016-06-01	66
